14,545600
14,545300
14,555400
14,549300
14,533200
14,522500
14,505200
14,488100
14,479100
14,459300
14,448500
14,428000
14,410100
14,392400
14,382500
14,367100
14,352100
14,335200
14,317000
14,296300
14,281600
14,273000
14,255600
14,238800
14,224800
14,206400
14,191500
14,176900
14,162700
14,146200
14,125600
14,105700
14,088400
14,084600
14,074200
14,059600
14,046100
14,031000
14,016700
14,002700
13,988300
13,972300
13,955400
13,946500
13,924800
13,918600
13,897900
13,887700
13,877000
13,859900
13,845700
13,820900
13,814400
13,794800
13,780200
13,764600
13,756400
13,742800
13,726900
13,716400
13,700800
13,684600
13,678100
13,654000
13,649600
13,633300
13,617400
13,603100
13,588600
13,573600
13,559500
13,545900
13,534000
13,518800
13,503200
13,489200
13,477700
13,464400
13,451100
13,437900
13,424000
13,409400
13,393300
13,380200
13,368300
13,353900
13,342400
13,329000
13,316200
13,304400
13,292600
13,278400
13,265600
13,252500
13,240400
13,227000
13,211700
13,196100
13,188200
13,174400
13,160700
13,147500
13,139600
13,123100
13,106700
13,092800
13,079300
13,065400
13,052000
13,036800
13,025100
13,014400
13,001200
12,988500
12,962300
12,961100
12,949600
12,934800
12,920400
12,907400
12,896000
12,881300
12,868500
12,853200
12,843900
12,828900
12,815400
12,803400
12,790900
12,775600
12,764000
12,749400
12,737000
12,723800
12,710900
12,697600
12,685100
12,670800
12,658400
12,645700
12,632900
12,618500
12,606300
12,594200
12,580700
12,568000
12,556700
12,543000
12,530900
12,517600
12,505200
12,493300
12,479900
12,467900
12,455400
12,444800
12,429800
12,419200
12,409100
12,396700
12,383600
12,372000
12,360200
12,345200
12,333800
12,320700
12,309000
12,296800
12,285800
12,273400
12,259200
12,247500
12,234500
12,222900
12,210100
12,199100
12,187100
12,174400
12,161900
12,149900
12,135500
12,122900
12,111400
12,098700
12,086800
12,074800
12,061800
12,050200
12,037400
12,025600
12,013600
12,000000
11,988100
11,976200
11,965000
11,952100
11,939600
11,928600
11,916200
11,904900
11,894000
11,881000
11,868300
11,857500
11,846100
11,834900
11,823900
11,811100
11,801400
11,787600
11,777400
11,766100
11,754700
11,742500
11,731400
11,719100
11,707300
11,697300
11,685800
11,674000
11,662100
11,650300
11,639600
11,626500
11,615500
11,604000
11,591900
11,580900
11,569300
11,557700
11,546000
11,535000
11,523200
11,511400
11,499200
11,487500
11,475900
11,462800
11,448800
11,437400
11,424200
11,412400
11,399200
11,388200
11,375500
11,364500
11,352800
11,341100
11,330300
11,318900
11,307200
11,295700
11,284300
11,273200
11,260800
11,249600
11,239500
11,227500
11,216700
11,205500
11,194500
11,184500
11,173300
11,162400
11,152000
11,140300
11,129100
11,120000
11,108500
11,098600
11,087200
11,076600
11,065600
11,055300
11,044900
11,033200
11,022900
11,011900
11,000500
10,990900
10,979800
10,968900
10,958100
10,947800
10,936900
10,926000
10,914600
10,903600
10,891800
10,881800
10,869100
10,859900
10,848100
10,836300
10,825400
10,813200
10,801500
10,790800
10,779300
10,767900
10,756600
10,744700
10,733000
10,720300
10,710200
10,698300
10,686800
10,674500
10,664700
10,653600
10,642600
10,632200
10,620600
10,609600
10,599100
10,588200
10,577400
10,566300
10,556200
10,546600
10,535700
10,525400
10,515300
10,505000
10,495900
10,485000
10,476900
10,467400
10,457200
10,447500
10,436900
10,427300
10,416800
10,407200
10,396100
10,385200
10,374500
10,364600
10,352800
10,342800
10,331500
10,321900
10,309800
10,299400
10,289600
10,278500
10,268500
10,258400
10,246400
10,235300
10,224300
10,212600
10,200900
10,190000
10,178900
10,168600
10,156900
10,146800
10,136000
10,126100
10,115500
10,104300
10,093700
10,082900
10,072800
10,062300
10,052500
10,042300
10,031300
10,022500
10,013000
10,000400
9,988400
9,981100
9,971300
9,960300
9,951600
9,941100
9,930100
9,919500
9,910800
9,900500
9,891300
9,880900
9,870900
9,861400
9,852400
9,837000
9,831400
9,817100
9,800900
9,811400
9,799800
9,788300
9,776200
9,766500
9,757300
9,746300
9,738300
9,727500
9,718000
9,708700
9,698900
9,689100
9,679600
9,669500
9,659900
9,650500
9,640300
9,630600
9,619900
9,609200
9,596400
9,589500
9,582800
9,569300
9,560200
9,552400
9,541100
9,529700
9,518700
9,509900
9,500400
9,488100
9,477500
9,469900
9,459800
9,449200
9,440200
9,429000
9,419000
9,410000
9,395400
9,390500
9,380400
9,371300
9,361800
9,350600
9,342300
9,333200
9,323500
9,313500
9,304400
9,294400
9,286100
9,275500
9,265700
9,257500
9,247500
9,239200
9,231200
9,221400
9,212400
9,204400
9,195200
9,185600
9,175600
9,166500
9,156800
9,148100
9,138300
9,129700
9,120400
9,110600
9,101900
9,090900
9,082700
9,073700
9,064700
9,055500
9,046000
9,036200
9,027300
9,017400
9,007200
8,996600
8,987500
8,979000
8,969200
8,956500
8,948100
8,936300
8,927200
8,919200
8,908800
8,897400
8,888100
8,878800
8,868700
8,861100
8,851900
8,842200
8,832900
8,824400
8,813800
8,804600
8,795600
8,786800
8,777900
8,768700
8,761500
8,753200
8,743900
8,736200
8,726800
8,719200
8,710400
8,702600
8,691800
8,682900
8,674500
8,665100
8,657000
8,647800
8,638800
8,630000
8,621100
8,611300
8,603300
8,594100
8,585500
8,576000
8,565400
8,558400
8,549300
8,538100
8,530200
8,520600
8,508700
8,500700
8,491000
8,481200
8,471100
8,460700
8,452100
8,441400
8,429900
8,421700
8,416600
8,403100
8,396400
8,389500
8,374700
8,368600
8,361800
8,350400
8,344100
